epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,99.7962,0.99793,0.9078,0.95736,0,0,0,0,0,0,0,8.07724e-05,8.07724e-05,8.07724e-05
2,205.374,0.96242,0.8689,0.93777,0,0,0,0,0,0,0,0.000108611,0.000108611,0.000108611
3,637.891,0.98398,0.87842,0.94421,0.43064,0.43208,0.38965,0.28074,1.23073,1.23847,0.997,8.27693e-05,8.27693e-05,8.27693e-05
