epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,121.13,1.00011,0.89622,0.96861,0,0,0,0,0,0,0,8.09075e-05,8.09075e-05,8.09075e-05
2,253.231,0.9849,0.88586,0.95047,0,0,0,0,0,0,0,0.000108701,0.000108701,0.000108701
3,705.653,0.97397,0.87558,0.94642,0.43828,0.42642,0.39625,0.28626,1.24002,1.24737,0.99736,8.28152e-05,8.28152e-05,8.28152e-05
