epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,44.8004,0.65976,0.98758,0.99667,0,0,0,0,0,0,0,8.02192e-05,8.02192e-05,8.02192e-05
2,96.4905,0.6544,0.93256,0.97258,0,0,0,0,0,0,0,0.00010824,0.00010824,0.00010824
3,470.46,0.63476,0.86452,0.97732,0.44866,0.40932,0.38575,0.27697,1.24849,1.26657,1.00798,8.25812e-05,8.25812e-05,8.25812e-05
