Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.36742560388716805,0.00242798418605891,600.0,3901.9375
2,0.3753325767528668,0.006334539225909184,600.0,3796.1208333333334
3,0.3713036579774103,0.002971145161064879,600.0,3892.3708333333334
