Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3641208087550919,21,5397.0
1,2,0.363534349636391,251,5395.0
1,3,0.3583001195189072,163,5397.5
2,0,0.3664162098023148,0,0.0
2,1,0.3659509731193678,26,5400.0
2,2,0.36799007934046274,176,5399.0
2,3,0.36388460462242256,291,5398.0
