Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.368118419426576,300,163945.0
1,2,0.36825627457041193,300,136344.0
1,3,0.36680845556731106,300,161747.0
2,0,0.3664162098023148,0,0.0
2,1,0.36561861169187154,300,158523.5
2,2,0.37464610506821755,300,134951.0
2,3,0.37236482703078283,300,163563.5
