Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3668685155592238,0.0017676310008721229,300.0,2687.2375
2,0.37145118981931474,0.004518292475630963,300.0,2260.7916666666665
3,0.36958664129904695,0.003928947940612306,300.0,2710.920833333333
