epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,170.394,0.77532,0.90067,1.00713,0,0,0,0,0,0,0,8.1031e-05,8.1031e-05,8.1031e-05
2,346.353,0.7308,0.82651,0.97765,0,0,0,0,0,0,0,0.000108784,0.000108784,0.000108784
3,818.862,0.74846,0.82742,0.99061,0.44588,0.43235,0.39069,0.28214,1.23679,1.24508,0.99833,8.28572e-05,8.28572e-05,8.28572e-05
