epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,82.345,0.63931,0.89378,0.9925,0,0,0,0,0,0,0,8.07218e-05,8.07218e-05,8.07218e-05
2,169.302,0.63124,0.83615,0.98757,0,0,0,0,0,0,0,0.000108577,0.000108577,0.000108577
3,569.247,0.62364,0.82373,0.97151,0.4559,0.41542,0.38879,0.28006,1.24664,1.27301,1.00585,8.27521e-05,8.27521e-05,8.27521e-05
