Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3626985956029414,15,1797.5
1,2,0.35880245514182524,22,1797.5
1,3,0.36060725249220194,18,1800.0
2,0,0.3664162098023148,0,0.0
2,1,0.3593614615299656,18,1800.0
2,2,0.3601671294566908,14,1795.5
2,3,0.36241459575125123,23,1799.5
