Mission,mAP50_mean,mAP50_std,Images_Transmises_mean,Temps_Annotation_min
0,0.3664162098023148,0.0,0.0,0.0
1,0.3630189726577195,0.0029807098006712205,29.0,119.99583333333334
2,0.36447221841014843,0.00013735126906837952,293.5,119.975
3,0.3657744976739362,0.0013846981726935916,290.5,119.99166666666666
