Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.36091129254491566,28,7199.5
1,2,0.3643750963963856,321,7197.5
1,3,0.3667536271417445,212,7200.0
2,0,0.3664162098023148,0,0.0
2,1,0.3651266527705233,30,7200.0
2,2,0.36456934042391126,266,7199.5
2,3,0.36479536820612796,369,7199.0
