Run,Mission,mAP50,Images_Transmises,Temps_Annotation_s
1,0,0.3664162098023148,0,0.0
1,1,0.3694354975318433,90,73466.5
1,2,0.36660933900257076,90,57923.0
1,3,0.3669879084811652,90,73263.5
2,0,0.3664162098023148,0,0.0
2,1,0.36415320466116147,90,70953.5
2,2,0.36537896055787533,90,59410.5
2,3,0.36551419864015033,90,74870.0
