epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,63.274,1.33401,1.14519,1.09915,0,0,0,0,0,0,0,8.06382e-05,8.06382e-05,8.06382e-05
2,133.607,1.2842,1.09039,1.07685,0,0,0,0,0,0,0,0.000108521,0.000108521,0.000108521
3,478.826,1.28699,1.08171,1.07646,0.43648,0.43699,0.3921,0.27874,1.25629,1.22376,0.97371,8.27236e-05,8.27236e-05,8.27236e-05
