epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,129.512,1.22264,1.09781,1.09295,0,0,0,0,0,0,0,8.09887e-05,8.09887e-05,8.09887e-05
2,267.678,1.19993,1.05577,1.08782,0,0,0,0,0,0,0,0.000108756,0.000108756,0.000108756
3,678.625,1.21894,1.05604,1.09468,0.46489,0.43345,0.39662,0.2829,1.25483,1.22599,0.97431,8.28428e-05,8.28428e-05,8.28428e-05
