epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.2886,1.472,1.07554,1.0677,0,0,0,0,0,0,0,7.95652e-05,7.95652e-05,7.95652e-05
2,56.6991,1.43125,1.06061,1.09753,0,0,0,0,0,0,0,0.000107802,0.000107802,0.000107802
3,359.128,1.37636,1.01414,1.04216,0.44486,0.41993,0.38426,0.2714,1.26558,1.2568,0.9801,8.23588e-05,8.23588e-05,8.23588e-05
