epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.9884,0.80749,1.14208,1.01493,0,0,0,0,0,0,0,7.97692e-05,7.97692e-05,7.97692e-05
2,62.6159,0.7865,1.00255,0.98857,0,0,0,0,0,0,0,0.000107939,0.000107939,0.000107939
3,370.236,0.81705,0.97193,1.00181,0.44105,0.41107,0.38243,0.27439,1.25047,1.26769,1.0062,8.24282e-05,8.24282e-05,8.24282e-05
