epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.1319,1.2427,1.17481,1.04444,0,0,0,0,0,0,0,7.98272e-05,7.98272e-05,7.98272e-05
2,63.5985,1.23393,1.25866,1.0298,0,0,0,0,0,0,0,0.000107978,0.000107978,0.000107978
3,373.042,1.23795,1.19967,1.06768,0.44727,0.43444,0.3901,0.27832,1.26849,1.23922,0.97711,8.24479e-05,8.24479e-05,8.24479e-05
