epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,101.998,0.81693,0.84062,1.01358,0,0,0,0,0,0,0,8.0903e-05,8.0903e-05,8.0903e-05
2,210.429,0.77768,0.82065,0.99495,0,0,0,0,0,0,0,0.000108698,0.000108698,0.000108698
3,592.539,0.78089,0.7854,0.98695,0.44638,0.42094,0.38679,0.28003,1.23819,1.24562,0.99816,8.28137e-05,8.28137e-05,8.28137e-05
