epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,77.1516,0.81205,0.84118,1.00999,0,0,0,0,0,0,0,8.07565e-05,8.07565e-05,8.07565e-05
2,160.767,0.76712,0.79533,0.99277,0,0,0,0,0,0,0,0.0001086,0.0001086,0.0001086
3,520.433,0.78803,0.7949,0.99216,0.44093,0.41752,0.39209,0.2811,1.24194,1.24799,1.0016,8.27639e-05,8.27639e-05,8.27639e-05
