epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.6876,1.3189,1.2695,1.07546,0,0,0,0,0,0,0,7.93968e-05,7.93968e-05,7.93968e-05
2,51.294,1.27183,1.28603,1.11317,0,0,0,0,0,0,0,0.000107689,0.000107689,0.000107689
3,358.618,1.29028,1.22499,1.09845,0.44592,0.42807,0.38965,0.27895,1.26989,1.24069,0.97813,8.23016e-05,8.23016e-05,8.23016e-05
