epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,461.357,0.65381,0.75606,0.97793,0,0,0,0,0,0,0,8.12353e-05,8.12353e-05,8.12353e-05
2,924.176,0.65811,0.75313,0.97855,0,0,0,0,0,0,0,0.000108921,0.000108921,0.000108921
3,1658.11,0.6361,0.71981,0.97043,0.42868,0.436,0.40228,0.28949,1.23796,1.25689,0.99552,8.29267e-05,8.29267e-05,8.29267e-05
