epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,615.295,0.64465,0.72882,0.9712,0,0,0,0,0,0,0,8.12603e-05,8.12603e-05,8.12603e-05
2,1227.6,0.63479,0.71094,0.9649,0,0,0,0,0,0,0,0.000108938,0.000108938,0.000108938
3,2110.14,0.62912,0.6885,0.9619,0.42844,0.42543,0.38901,0.28075,1.23552,1.27503,0.99719,8.29352e-05,8.29352e-05,8.29352e-05
