Run,Mission,mAP50,Time_Spent_s
1,0,0.43101277643727026,0.0
1,1,0.42889013090191747,10396.0
1,2,0.4408822346583671,11164.5
1,3,0.4237020203153042,11109.0
2,0,0.43101277643727026,0.0
2,1,0.4225819265603939,10305.5
2,2,0.43480571994200706,11819.0
2,3,0.42774994150380347,11080.5
3,0,0.43101277643727026,0.0
3,1,0.41421303266009213,10680.5
3,2,0.4419113105258339,11003.0
3,3,0.43206812011911694,10959.0
