Run,Mission,mAP50,Time_Spent_s
1,0,0.43101277643727026,0.0
1,1,0.412840534118926,595.0
1,2,0.4011482177994287,595.0
1,3,0.3966978200741067,599.5
2,0,0.43101277643727026,0.0
2,1,0.405786621406136,598.0
2,2,0.39179729609159814,599.5
2,3,0.3984515223809202,598.5
3,0,0.43101277643727026,0.0
3,1,0.402372507208268,598.5
3,2,0.40379574066008567,599.0
3,3,0.40314186237345,597.5
